project_code,report_month,project_age_days,original_duration_days,revised_duration_days,expenditure_percent,progress_gap,cost_change,cost_change_percent,project_size_category
400138,July 2026,2160.0,4230,,79.31381612737545,54.20381612737545,0.0,0.0,Small
400139,July 2026,2160.0,4230,,72.99008634473937,27.210086344739366,0.0,0.0,Small
400142,July 2026,3774.0,3227,,63.865977083240445,-23.134022916759555,0.0,0.0,Medium
400150,July 2026,2160.0,2769,,33.02212847467022,-6.3978715253297835,0.0,0.0,Large
400151,July 2026,1826.0,2800,,94.33075831625415,25.430758316254142,0.0,0.0,Small
400153,July 2026,2007.0,2616,,8.571973844129493,-15.448026155870506,0.0,0.0,Small
400154,July 2026,2068.0,2311,,2.310819262038774,-8.929180737961225,0.0,0.0,Small
400155,July 2026,1887.0,3591,,6.593951940221264,-21.146048059778735,0.0,0.0,Medium
400156,July 2026,2342.0,2951,,36.897645663650756,-6.792354336349241,0.0,0.0,Medium
400160,July 2026,6056.0,2282,6299.0,95.66604678477047,20.056046784770473,0.0,0.0,Small
400172,July 2026,2891.0,2769,3500.0,53.69754275375007,0.6675427537500696,0.0,0.0,Small
400352,July 2026,2160.0,3864,,0.30082306411959625,-32.149176935880405,0.0,0.0,Small
400425,July 2026,5448.0,2769,5510.0,65.0466970664976,-18.973302933502396,0.0,0.0,Medium
611864,July 2026,1277.0,2616,,10.343607064072685,-20.816392935927315,0.0,0.0,Medium
613808,July 2026,5629.0,1155,5782.0,56.23915026333598,-14.23084973666402,0.0,0.0,Small
615349,July 2026,2068.0,2677,,9.556876871663556,-14.113123128336445,0.0,0.0,Small
615822,July 2026,2252.0,2861,,49.0883284201332,-7.381671579866797,0.0,0.0,Small
615843,July 2026,2434.0,1947,2677.0,21.844910591471802,-8.215089408528197,0.0,0.0,Small
616225,July 2026,943.0,4839,,0.0,-0.05,0.0,0.0,Small
616236,July 2026,2342.0,3316,,23.0070418749664,-9.982958125033601,0.0,0.0,Small
616253,July 2026,852.0,1826,,0.3473011521442257,-3.832698847855774,0.0,0.0,Large
617416,July 2026,395.0,1249,,8.766141399586228,-25.23385860041377,0.0,0.0,Large
617764,July 2026,1004.0,1917,,17.26259045931177,-22.73740954068823,0.0,0.0,Medium
400148,July 2026,3774.0,1826,4017.0,37.39073426573426,-37.759265734265746,0.0,0.0,Small
400162,July 2026,2557.0,1339,2800.0,54.604439727248156,3.294439727248154,0.0,0.0,Small
400321,July 2026,2068.0,1581,2677.0,56.96718468155959,3.23718468155959,0.0,0.0,Medium
613802,July 2026,4230.0,4108,4839.0,42.556058645968086,-15.643941354031917,0.0,0.0,Small
613803,July 2026,912.0,1886,,10.135171962718701,-31.1548280372813,0.0,0.0,Small
613804,July 2026,1673.0,1916,,5.699003470342896,-12.080996529657106,0.0,0.0,Small
615185,July 2026,1399.0,1642,,29.358717434869742,-37.77128256513025,0.0,0.0,Small
615187,July 2026,1338.0,2312,,0.0,-11.2,0.0,0.0,Small
615194,July 2026,1461.0,2981,,24.502126836813613,22.482126836813613,0.0,0.0,Small
615195,July 2026,1461.0,1643,,3.5669172932330824,-5.823082706766918,0.0,0.0,Small
615206,July 2026,2526.0,2404,2769.0,6.891222986840518,-49.988777013159485,0.0,0.0,Small
619032,July 2026,515.0,2585,,1.3039661227019212,-0.7960338772980788,0.0,0.0,Large
619053,July 2026,426.0,1765,,4.691248777022353,4.391248777022353,0.0,0.0,Medium
400033,July 2026,2342.0,2131,,19.31933655982501,-14.930663440174989,0.0,0.0,Small
400177,July 2026,3987.0,3500,4230.0,77.58359916400836,-3.186400835991634,0.0,0.0,Small
400178,July 2026,2342.0,2585,,96.2473264631538,55.617326463153795,0.0,0.0,Small
400353,July 2026,2707.0,2343,,24.565055343806698,5.545055343806698,0.0,0.0,Small
615184,July 2026,1642.0,2251,,68.67127361791464,-0.6587263820853622,0.0,0.0,Small
615186,July 2026,2160.0,2038,2403.0,48.69922266800401,16.48922266800401,0.0,0.0,Small
615188,July 2026,2618.0,1642,,16.85683744748552,-7.3131625525144806,0.0,0.0,Small
615189,July 2026,1491.0,1369,1734.0,28.78658081631525,16.58658081631525,0.0,0.0,Small
615190,July 2026,1522.0,2496,,16.065524944154877,6.425524944154876,0.0,0.0,Small
615192,July 2026,1917.0,1795,2160.0,20.127269203436914,11.687269203436914,0.0,0.0,Small
615199,July 2026,1277.0,1277,,12.621408082129735,8.691408082129735,0.0,0.0,Small
615330,July 2026,1308.0,2282,,7.474848258085973,2.124848258085973,0.0,0.0,Small
615331,July 2026,1004.0,2343,,19.237651032347557,17.047651032347556,0.0,0.0,Small
615914,July 2026,1948.0,2891,,8.51063829787234,-4.46936170212766,0.0,0.0,Small
615916,July 2026,821.0,2160,,7.510549211971824,3.3005492119718243,0.0,0.0,Medium
615917,July 2026,1065.0,2099,,0.15928967083560278,-2.150710329164397,0.0,0.0,Small
615918,July 2026,3437.0,2008,,10.651530108588352,-5.408469891411647,0.0,0.0,Small
615919,July 2026,760.0,1734,,21.295528387858443,-6.6244716121415586,0.0,0.0,Medium
615982,July 2026,3621.0,2038,3864.0,61.554339327599685,-18.275660672400313,0.0,0.0,Small
616044,July 2026,2799.0,790,2981.0,71.2520037121404,-23.3179962878596,0.0,0.0,Small
616050,July 2026,2860.0,2008,3103.0,54.46799491309877,-44.50200508690123,0.0,0.0,Small
616223,July 2026,2799.0,1947,3042.0,66.23101265822785,-20.25898734177214,0.0,0.0,Small
616229,July 2026,668.0,1642,,0.4412600592335537,-2.108739940766446,0.0,0.0,Small
617233,July 2026,912.0,1885,,0.0,-0.11,0.0,0.0,Small
617278,July 2026,760.0,1854,,0.09676856449386868,-0.30323143550613135,0.0,0.0,Small
619055,July 2026,334.0,2404,,0.0,0.0,0.0,0.0,Small
400369,July 2026,2160.0,1308,2403.0,109.64587169125559,17.595871691255596,0.0,0.0,Small
615183,July 2026,1856.0,1369,2099.0,77.22456118941567,20.10456118941567,0.0,0.0,Small
400165,July 2026,1887.0,3988,,78.69064416906264,32.120644169062636,0.0,0.0,Medium
400166,July 2026,1976.0,2950,,68.20951115987641,7.169511159876414,0.0,0.0,Large
400183,July 2026,2160.0,3134,,27.50434477385773,-34.55565522614227,0.0,0.0,Medium
400185,July 2026,1552.0,2891,,29.10245306465265,-6.697546935347347,-2308.3200000000006,-27.42713745768573,Large
400187,July 2026,2983.0,3226,,87.63528082965396,4.735280829653959,0.0,0.0,Medium
400392,July 2026,2799.0,3773,,60.467229803512666,6.927229803512667,0.0,0.0,Medium
615857,July 2026,2313.0,2191,,99.39915031357475,19.39915031357475,0.0,0.0,Small
616226,July 2026,1187.0,3622,,19.440437771853514,9.010437771853514,0.0,0.0,Medium
616231,July 2026,852.0,3287,,8.90245925009364,-25.12754074990636,0.0,0.0,Large
616232,July 2026,1338.0,2312,,18.19765022249256,-15.352349777507438,0.0,0.0,Medium
616233,July 2026,1187.0,2526,,47.17100690895711,28.24100690895711,0.0,0.0,Small
618982,July 2026,1369.0,1127,1310.0,64.01378122308354,-10.786218776916456,0.0,0.0,Small
615818,July 2026,1673.0,1186,1916.0,16.916207868940514,-3.083792131059486,0.0,0.0,Small
615858,July 2026,3774.0,3226,,79.20222731057453,2.2022273105745285,0.0,0.0,Small
615860,July 2026,2557.0,2131,2496.0,33.11149182920401,-37.88850817079599,0.0,0.0,Small
615861,July 2026,3256.0,821,1186.0,96.20536239730703,15.205362397307027,0.0,0.0,Small
615862,July 2026,1826.0,1673,,32.39004629629629,-0.6099537037037095,0.0,0.0,Small
615863,July 2026,2099.0,2099,,98.48090815273478,1.4809081527347843,0.0,0.0,Small
615865,July 2026,3256.0,2738,3103.0,57.27815198227928,-6.721848017720717,0.0,0.0,Small
400173,July 2026,2068.0,1946,3407.0,17.31853001721054,-14.201469982789458,0.0,0.0,Small
400180,July 2026,1795.0,1673,3134.0,17.291399905281434,0.161399905281435,0.0,0.0,Small
400181,July 2026,2891.0,3865,,17.68555911432948,-10.89444088567052,-0.009999999999990905,-0.0019893371528588574,Small
400186,July 2026,1277.0,2251,,7.204934118306699,-4.935065881693301,-0.009999999999990905,-0.0013349708976332173,Small
400312,July 2026,2282.0,3256,,52.35596469771594,0.31596469771594116,0.0,0.0,Medium
400315,July 2026,1826.0,2800,,13.00140890217448,-5.4985910978255195,0.0,0.0,Large
612816,July 2026,943.0,2282,,14.25357873210634,5.843578732106339,0.0,0.0,Small
613793,July 2026,2282.0,2160,2891.0,20.014473276129433,3.2244732761294337,0.0,0.0,Small
613794,July 2026,1277.0,1886,,34.04780262143407,11.787802621434071,0.0,0.0,Small
616230,July 2026,607.0,4503,,0.9894851493443928,0.7594851493443928,0.0,0.0,Medium
617299,July 2026,1461.0,517,1065.0,86.84347644852022,34.84347644852022,0.0,0.0,Small
617730,July 2026,1065.0,730,913.0,63.64045145914834,1.6404514591483377,0.0,0.0,Medium
618991,July 2026,1461.0,1005,,5.854708902006697,5.854708902006697,0.0,0.0,Medium
618992,July 2026,1461.0,974,,0.5721061829075477,-0.6278938170924523,0.0,0.0,Small
400231,July 2026,3468.0,2251,,13.134219871708186,9.034219871708187,0.0,0.0,Large
618981,July 2026,638.0,912,,6.027146877192814,6.027146877192814,0.0,0.0,Medium
400203,July 2026,2983.0,3562,3440.0,32.508519476897966,-11.191480523102037,752.3100000000002,44.61517476960303,Medium
400416,July 2026,3072.0,1127,1857.0,69.59958507842174,-2.4004149215782604,764.7,42.49183169967326,Medium
400192,July 2026,3652.0,3499,3713.0,39.523086654016446,2.5230866540164456,0.0,0.0,Medium
603293,July 2026,2707.0,13606,2769.0,55.94005102040816,-11.919948979591837,282.0,56.17529880478087,Small
602182,July 2026,1246.0,3287,3287.0,15.438887527728202,-2.491112472271798,0.0,0.0,Large
611698,July 2026,577.0,1522,,5.4815999174768555,-1.0984000825231446,0.0,0.0,Medium
611699,July 2026,577.0,1522,,4.53981840726371,-1.0601815927362894,0.0,0.0,Medium
611716,July 2026,303.0,2191,,3.117646120097567,-3.4723538799024327,0.0,0.0,Large
619311,July 2026,91.0,2375,,1.3446922300920967,1.3446922300920967,0.0,0.0,Large
602579,July 2026,2679.0,1675,2526.0,99.81979506504534,4.809795065045336,3317.4699999999993,31.779302602046723,Large
619051,July 2026,607.0,1948,1948.0,11.427307332710031,-3.572692667289969,0.0,0.0,Large
611930,July 2026,1065.0,1766,1919.0,33.97572333291941,0.47572333291940794,576.0,3.708950418544752,Large
617188,July 2026,668.0,1826,1887.0,19.513328567051374,-2.7966714329486244,0.0,0.0,Large
709747,July 2026,1948.0,1675,1675.0,109.03197288934727,57.17197288934727,0.0,0.0,Small
602582,July 2026,2099.0,1645,2130.0,72.34575882856673,-8.344241171433268,1075.34,156.30623428347164,Small
602593,July 2026,2068.0,1887,3468.0,45.579947115395676,-6.550052884604327,2534.7500000000005,139.99812212796044,Medium
611586,July 2026,1277.0,1917,2526.0,25.29277860339942,-9.367221396600577,1940.9799999999996,74.23876749371773,Medium
602525,July 2026,4291.0,790,3225.0,73.17363293526084,-8.876367064739156,4615.88,56.90103203601525,Large
602532,July 2026,2679.0,1308,2495.0,73.00184877056758,-13.998151229432423,1121.4099999999999,26.15478625521563,Medium
602535,July 2026,1976.0,1492,2496.0,31.14594258927591,-0.3840574107240897,0.0,0.0,Large
605155,July 2026,1522.0,1461,1947.0,37.59224236211148,1.0722423621114743,0.0,0.0,Medium
400261,July 2026,3164.0,1946,3438.0,97.21071815584672,5.21071815584672,1634.0,8.752946218127276,Large
611509,July 2026,1187.0,1703,,15.526605376793427,1.226605376793426,0.0,0.0,Large
618976,July 2026,607.0,1765,1765.0,11.39469822948254,-0.10530177051746037,0.0,0.0,Large
602096,July 2026,8339.0,2069,8094.0,101.42865689454561,3.448656894545607,19790.21,314.86349960940794,Large
602961,July 2026,1430.0,1703,2069.0,56.057641712508975,1.0576417125089748,699.25,5.903957783641161,Large
619056,July 2026,242.0,1887,2007.0,5.086694816278861,2.386694816278861,0.0,0.0,Large
602181,July 2026,2679.0,1461,3471.0,79.55198641623929,5.771986416239287,0.0,0.0,Large
605156,July 2026,1948.0,1004,1918.0,93.98559167664966,-3.5744083233503403,889.8199999999999,94.83421969753488,Small
619341,July 2026,122.0,2132,,2.4977466233427674,1.5277466233427675,0.0,0.0,Large
298178,July 2026,30.0,2375,,2.6141352520986496,2.5941352520986496,0.0,0.0,Large
612142,July 2026,852.0,2163,2222.0,22.33486478627508,-2.66513521372492,0.0,0.0,Large
602185,July 2026,7182.0,2312,8278.0,71.76670670101676,-4.303293298983235,7929.299999999999,266.2625923438549,Medium
602195,July 2026,6543.0,3256,5265.0,91.06349959719472,9.56349959719472,2544.73,65.91967049619853,Medium
400062,July 2026,1277.0,1642,,12.8366434674362,-0.16335653256379956,0.0,0.0,Large
602184,July 2026,4321.0,1826,5479.0,59.00173090076635,1.1417309007663476,1483.72,107.37277832455278,Medium
602538,July 2026,2587.0,1064,2038.0,103.3508137432188,6.350813743218794,69.0,6.653809064609451,Medium
617183,July 2026,487.0,1005,,31.0,-12.89,0.0,0.0,Medium
617375,July 2026,334.0,914,,1.4996656796255612,-2.390334320374439,0.0,0.0,Small
615336,July 2026,973.0,488,791.0,32.0,-13.939999999999998,0.0,0.0,Small
612139,July 2026,943.0,731,1096.0,75.06003308910422,2.940033089104219,0.0,0.0,Medium
612855,July 2026,791.0,730,853.0,85.00000000000001,3.000000000000014,0.0,0.0,Small
615342,July 2026,638.0,638,912.0,21.999999999999996,-11.000000000000004,0.0,0.0,Small
615343,July 2026,607.0,730,,5.279441117764471,-3.3905588822355286,0.0,0.0,Small
615345,July 2026,638.0,730,1095.0,44.99999999999999,6.739999999999995,0.0,0.0,Medium
617069,July 2026,515.0,730,,33.24034334763948,-3.759656652360519,0.0,0.0,Small
617182,July 2026,487.0,730,,36.0,-6.0,0.0,0.0,Small
617391,July 2026,515.0,638,850.0,2.998218271928567,-4.201781728071433,0.0,0.0,Small
617405,July 2026,638.0,730,1065.0,17.45,-6.550000000000001,0.0,0.0,Medium
617801,July 2026,487.0,640,822.0,2.9996218241826247,-4.2003781758173755,0.0,0.0,Small
619026,July 2026,212.0,1461,,0.10526315789473684,-0.8947368421052632,0.0,0.0,Large
619029,July 2026,668.0,546,821.0,21.999248638156658,-13.200751361843345,0.0,0.0,Small
619049,July 2026,699.0,730,942.0,61.61555555555556,-8.38444444444444,0.0,0.0,Medium
617179,July 2026,730.0,730,1065.0,1.7017383348581887,0.0017383348581887503,0.0,0.0,Small
617326,July 2026,5264.0,5142,5599.0,89.4585425430859,-6.941457456914108,0.0,0.0,Medium
612140,July 2026,943.0,731,1005.0,92.0,-3.950000000000003,0.0,0.0,Medium
616672,July 2026,546.0,881,,25.0,-13.07,0.0,0.0,Medium
617068,July 2026,515.0,850,,10.0,-8.75,0.0,0.0,Small
617184,July 2026,487.0,914,,16.0,-7.010000000000002,0.0,0.0,Medium
617803,July 2026,303.0,730,,4.5013192612137205,2.0013192612137205,0.0,0.0,Small
619228,July 2026,150.0,730,,2.0,1.0,0.0,0.0,Medium
619028,July 2026,334.0,730,852.0,1.2013399561048863,-0.2986600438951137,0.0,0.0,Small
615344,July 2026,638.0,730,973.0,45.54001088731628,-2.3599891126837207,0.0,0.0,Medium
615346,July 2026,699.0,730,914.0,60.0,-12.39,0.0,0.0,Medium
617272,July 2026,760.0,913,,40.0,-15.259999999999998,0.0,0.0,Small
617279,July 2026,395.0,913,,32.41935483870968,13.94935483870968,0.0,0.0,Small
617802,July 2026,273.0,882,,5.401253918495298,0.6012539184952983,0.0,0.0,Small
619024,July 2026,487.0,761,,17.36750156783945,-12.63249843216055,0.0,0.0,Medium
619027,July 2026,426.0,975,,1.25,-3.75,0.0,0.0,Medium
619227,July 2026,122.0,731,,2.7394366197183095,-1.1805633802816904,0.0,0.0,Medium
617185,July 2026,487.0,730,914.0,32.0,3.2300000000000004,0.0,0.0,Large
617806,July 2026,699.0,730,,26.62197227066197,-37.37802772933803,0.0,0.0,Medium
619030,July 2026,150.0,912,,6.99981634527089,3.99981634527089,0.0,0.0,Medium
602223,July 2026,4291.0,1522,4534.0,89.1799170146298,5.279917014629788,4374.9,92.0175331586187,Medium
607709,July 2026,4230.0,1005,4017.0,83.25,-15.950000000000003,1588.67,31.08134282075311,Large
617271,July 2026,668.0,546,730.0,42.0000583617847,12.250058361784703,0.0,0.0,Small
617807,July 2026,273.0,730,,6.669763513513513,0.28976351351351326,0.0,0.0,Medium
617270,July 2026,607.0,546,1034.0,1.4989974079327042,-0.0010025920672958044,0.0,0.0,Small
612132,July 2026,881.0,547,1124.0,92.0,-0.46999999999999886,0.0,0.0,Medium
611735,July 2026,1308.0,821,1461.0,71.0,2.0999999999999943,0.0,0.0,Small
615347,July 2026,607.0,1642,,12.000000000000002,-6.559999999999997,0.0,0.0,Large
615339,July 2026,607.0,730,881.0,33.0,-0.29999999999999716,0.0,0.0,Large
615340,July 2026,607.0,730,850.0,35.85999626656711,-0.6700037334328925,0.0,0.0,Large
617808,July 2026,273.0,730,,5.0,2.0,0.0,0.0,Medium
612138,July 2026,881.0,731,912.0,92.0,-4.840000000000003,0.0,0.0,Medium
615333,July 2026,699.0,730,852.0,50.0,0.6899999999999977,0.0,0.0,Medium
615334,July 2026,699.0,730,973.0,63.0,16.130000000000003,0.0,0.0,Medium
617186,July 2026,487.0,730,822.0,30.000000000000004,-4.029999999999998,0.0,0.0,Large
619025,July 2026,546.0,1642,,2.9402,-7.0598,0.0,0.0,Large
612133,July 2026,943.0,731,1217.0,83.50015285845306,10.05015285845306,0.0,0.0,Medium
616670,July 2026,577.0,730,912.0,33.419945261717416,-7.290054738282585,0.0,0.0,Large
611949,July 2026,1004.0,548,1035.0,99.00000000000001,-0.8699999999999903,0.0,0.0,Medium
612134,July 2026,943.0,731,1217.0,82.0,2.6099999999999994,0.0,0.0,Medium
615332,July 2026,699.0,730,942.0,57.99999999999999,1.8499999999999943,0.0,0.0,Medium
615335,July 2026,699.0,730,942.0,45.49999999999999,-11.81000000000001,0.0,0.0,Medium
615337,July 2026,699.0,549,761.0,70.0,-17.099999999999994,0.0,0.0,Small
615338,July 2026,607.0,730,942.0,41.0,-6.280000000000001,0.0,0.0,Medium
617181,July 2026,487.0,640,822.0,8.0,-9.2,0.0,0.0,Small
616671,July 2026,546.0,699,789.0,38.0,14.219999999999999,0.0,0.0,Small
617269,July 2026,577.0,547,730.0,5.99595883652084,-6.07404116347916,0.0,0.0,Small
617412,July 2026,852.0,1034,,29.299689440993788,3.299689440993788,0.0,0.0,Small
707229,July 2026,1826.0,546,1430.0,16.23913043478261,-80.76086956521739,20.120000000000005,9.586430341147324,Small
400188,July 2026,3652.0,2771,2771.0,43.7576504978533,-2.9423495021467048,-9.0,-0.0273972602739726,Large
701719,July 2026,3803.0,2221,3682.0,115.66604823747682,17.166048237476815,0.0,0.0,Small
701766,July 2026,2434.0,1553,2679.0,28.888349514563107,-11.41165048543689,55.03,36.45095051997085,Small
702627,July 2026,2707.0,1826,3042.0,38.891062767053455,-11.158937232946542,0.0,0.0,Large
617207,July 2026,852.0,1826,,2.1813588640695443,-2.1286411359304553,0.0,0.0,Large
619031,July 2026,181.0,1065,,2.2054264243344313,-3.444573575665569,0.0,0.0,Large
702632,July 2026,2557.0,2070,2710.0,85.85939519773615,2.3993951977361547,0.0,0.0,Large
702630,July 2026,2679.0,1827,2922.0,77.6369514289137,-4.263048571086301,0.0,0.0,Large
619022,July 2026,1096.0,1064,,3.5453865226895935,-6.504613477310407,0.0,0.0,Large
612878,July 2026,668.0,1795,,0.0,-3.8,0.0,0.0,Large
702635,July 2026,4533.0,1855,3865.0,97.19776303203898,1.3977630320389807,4289.98,16.246761047280945,Large
702665,July 2026,1856.0,2708,2708.0,73.56239138226005,6.062391382260046,0.0,0.0,Large
702664,July 2026,1338.0,1461,1461.0,41.73628675813086,0.5362867581308564,0.0,0.0,Medium
702625,July 2026,2799.0,1461,3500.0,64.81055694816608,2.110556948166078,0.0,0.0,Large
702626,July 2026,2799.0,1461,3683.0,67.9120893771331,2.432089377133096,0.0,0.0,Large
617225,July 2026,1004.0,1188,,33.5968255952009,-15.5231744047991,50.0,5.493418884176757,Small
617226,July 2026,668.0,1642,,6.433172111977201,-2.6068278880227984,0.0,0.0,Medium
617327,July 2026,668.0,1826,,0.8292554979057549,-9.210744502094244,0.0,0.0,Large
618971,July 2026,365.0,1461,,0.4459164313448642,-1.9540835686551357,0.0,0.0,Medium
618985,July 2026,212.0,1826,,0.08744300227737285,-1.4225569977226271,0.0,0.0,Large
701745,July 2026,3013.0,1218,,62.11371593849901,14.113715938499013,0.0,0.0,Small
701991,July 2026,3013.0,1095,2161.0,73.24029293906314,-11.759707060936861,123.70000000000005,20.616666666666674,Small
702637,July 2026,4748.0,2464,3348.0,96.46949780019315,-2.7405021998068406,14140.0,61.11687413554634,Large
702658,July 2026,1308.0,1826,,32.226147883124625,-9.883852116875374,0.0,0.0,Large
617206,July 2026,546.0,1461,,12.846754689062253,7.486754689062253,0.0,0.0,Large
245986,July 2026,91.0,2009,,0.013729457586714181,-1.7762705424132859,0.0,0.0,Large
612066,July 2026,273.0,1308,,10.5124071504367,10.5124071504367,0.0,0.0,Small
612068,July 2026,61.0,821,,11.395927933206385,-1.084072066793615,0.0,0.0,Small
702668,July 2026,638.0,3195,,54.861967555260414,-0.8680324447395833,0.0,0.0,Large
616221,July 2026,122.0,1461,,0.0,0.0,0.0,0.0,Medium
619052,July 2026,303.0,1796,,0.0008619129295558564,-1.999138087070444,0.0,0.0,Large
702628,July 2026,2618.0,1643,2677.0,85.4346326630843,2.434632663084301,0.0,0.0,Large
702629,July 2026,2618.0,1247,2373.0,75.99724092500614,2.997240925006139,0.0,0.0,Large
702674,July 2026,3437.0,1704,2953.0,51.59679479735222,-30.403205202647783,0.0,0.0,Small
702699,July 2026,3529.0,1703,2677.0,85.47676029726665,0.4767602972666509,0.0,0.0,Small
702734,July 2026,3409.0,2130,3226.0,82.18769109024856,-5.812308909751437,0.0,0.0,Small
702741,July 2026,3437.0,1551,2739.0,59.644423920572606,-16.355576079427394,0.0,0.0,Small
702742,July 2026,3437.0,1765,2739.0,54.92436130814136,-12.075638691858643,0.0,0.0,Small
702746,July 2026,3437.0,1551,2739.0,67.01882995544057,-13.981170044559434,0.0,0.0,Small
702760,July 2026,3865.0,2464,3530.0,48.85392982240521,-31.146070177594787,0.0,0.0,Small
702793,July 2026,3499.0,1946,3134.0,87.92701187449941,-11.072988125500586,0.0,0.0,Small
702808,July 2026,3895.0,2647,3530.0,92.78799388577517,-3.2120061142248346,24.329999999999984,12.700981415744405,Small
702810,July 2026,3713.0,1946,3134.0,84.72266605797762,-5.277333942022381,36.09000000000003,8.977388622173587,Small
702833,July 2026,3652.0,1491,2526.0,70.31925849639548,-4.680741503604523,0.0,0.0,Small
703021,July 2026,3529.0,1095,2191.0,60.3885388538854,-29.6114611461146,8.110000000000014,3.1369666963215157,Small
703057,July 2026,3529.0,1156,2191.0,74.4390243902439,-24.5609756097561,0.0,0.0,Small
702949,July 2026,3409.0,1491,2618.0,90.16982945846833,-4.830170541531672,0.0,0.0,Small
702958,July 2026,3590.0,1400,2649.0,88.13001558801454,-6.869984411985456,30.75,21.585006317562826,Small
617280,July 2026,2648.0,2373,,38.743783529780316,-25.256216470219684,0.0,0.0,Small
400426,July 2026,5417.0,1827,5083.0,26.791842105263157,-1.2081578947368428,1943.64,104.70167424421987,Medium
